ETER_ID,Name,Category,Institution_Category_Standardized,Member_of_European_University_alliance,Url,NUTS2,NUTS2_Label_2016,NUTS2_Label_2021,NUTS3,NUTS3_Label_2016,NUTS3_Label_2021
FR0028,Institut supérieur de l'électronique et du numérique Brest,private,Other,No,isen-brest.fr,FRH0,Bretagne,Bretagne,FRH02,Finistère,Finistère
FR0029,École des mines d'Alès,public,Other,No,www.mines-ales.fr,FRJ1,Languedoc-Roussillon,Languedoc-Roussillon,FRJ12,Gard,Gard
FR0030,Université de Nîmes,public,University,No,www.unimes.fr,FRJ1,Languedoc-Roussillon,Languedoc-Roussillon,FRJ12,Gard,Gard
FR0031,Institut supérieur des Arts de Toulouse,public,Other,No,www.isdat.eu,FRJ2,Midi-Pyrénées,Midi-Pyrénées,FRJ23,Haute-Garonne,Haute-Garonne
FR0032,École nationale supérieure d'architecture de Toulouse,public,Other,No,www.toulouse.archi.fr,FRJ2,Midi-Pyrénées,Midi-Pyrénées,FRJ23,Haute-Garonne,Haute-Garonne
FR0033,Institut national des sciences appliquées de Toulouse,public,Other,Yes,www.insa-toulouse.fr,FRJ2,Midi-Pyrénées,Midi-Pyrénées,FRJ23,Haute-Garonne,Haute-Garonne
FR0034,École d'ingénieurs de Purpan,private,Other,No,www.purpan.fr,FRJ2,Midi-Pyrénées,Midi-Pyrénées,FRJ23,Haute-Garonne,Haute-Garonne
FR0035,Institut catholique de Toulouse,private,Other,No,www.ict-toulouse.fr,FRJ2,Midi-Pyrénées,Midi-Pyrénées,FRJ23,Haute-Garonne,Haute-Garonne
FR0036,École nationale de l'aviation civile,public,Other,No,www.enac.fr,FRJ2,Midi-Pyrénées,Midi-Pyrénées,FRJ23,Haute-Garonne,Haute-Garonne
FR0037,Institut national polytechnique de Toulouse,public,Other,Yes,www.inp-toulouse.fr,FRJ2,Midi-Pyrénées,Midi-Pyrénées,FRJ23,Haute-Garonne,Haute-Garonne
FR0038,Université Toulouse 1 - Capitole,public,University,Yes,www.ut-capitole.fr,FRJ2,Midi-Pyrénées,Midi-Pyrénées,FRJ23,Haute-Garonne,Haute-Garonne
FR0039,Université Toulouse - Jean Jaurès,public,University,Yes,www.univ-tlse2.fr,FRJ2,Midi-Pyrénées,Midi-Pyrénées,FRJ23,Haute-Garonne,Haute-Garonne
FR0040,Université de Toulouse 3 - Paul Sabatier,public,University,Yes,www.univ-tlse3.fr,FRJ2,Midi-Pyrénées,Midi-Pyrénées,FRJ23,Haute-Garonne,Haute-Garonne
FR0041,Institut supérieur de l'aéronautique et de l'espace,public,Other,Yes,www.isae-supaero.fr,FRJ2,Midi-Pyrénées,Midi-Pyrénées,FRJ23,Haute-Garonne,Haute-Garonne
FR0042,École nationale supérieure d'architecture et de paysage de Bordeaux,public,Other,No,www.bordeaux.archi.fr,FRI1,Aquitaine,Aquitaine,FRI12,Gironde,Gironde
FR0043,École nationale supérieure des sciences agronomiques de Bordeaux Aquitaine,public,Other,No,www.agro-bordeaux.fr,FRI1,Aquitaine,Aquitaine,FRI12,Gironde,Gironde
FR0046,Université Bordeaux Montaigne,public,University,No,www.u-bordeaux3.fr,FRI1,Aquitaine,Aquitaine,FRI12,Gironde,Gironde
FR0047,École des beaux-arts de Bordeaux,public,Other,No,www.ebabx.fr,FRI1,Aquitaine,Aquitaine,FRI12,Gironde,Gironde
FR0048,École nationale de la magistrature,public,Other,No,www.enm.justice.fr,FRI1,Aquitaine,Aquitaine,FRI12,Gironde,Gironde
FR0050,Institut polytechnique de Bordeaux,public,Other,No,www.bordeaux-inp.fr,FRI1,Aquitaine,Aquitaine,FRI12,Gironde,Gironde
FR0051,École nationale supérieure de chimie de Montpellier,public,Other,No,www.enscm.fr,FRJ1,Languedoc-Roussillon,Languedoc-Roussillon,FRJ13,Hérault,Hérault
FR0052,École nationale supérieure d’architecture de Montpellier,public,Other,No,www.montpellier.archi.fr,FRJ1,Languedoc-Roussillon,Languedoc-Roussillon,FRJ13,Hérault,Hérault
FR0055,Université Montpellier 3 - Paul-Valéry,public,University,No,www.univ-montp3.fr,FRJ1,Languedoc-Roussillon,Languedoc-Roussillon,FRJ13,Hérault,Hérault
FR0056,Institut national d'études supérieures agronomiques de Montpellier,public,Other,No,www.montpellier-supagro.fr,FRJ1,Languedoc-Roussillon,Languedoc-Roussillon,FRJ13,Hérault,Hérault
FR0057,École nationale supérieure de chimie de Rennes,public,Other,No,www.ensc-rennes.fr,FRH0,Bretagne,Bretagne,FRH03,Ille-et-Vilaine,Ille-et-Vilaine
FR0058,École nationale supérieure d'architecture de Bretagne,public,Other,No,www.rennes.archi.fr,FRH0,Bretagne,Bretagne,FRH03,Ille-et-Vilaine,Ille-et-Vilaine
FR0061,Institut national des sciences appliquées de Rennes,public,Other,No,www.insa-rennes.fr,FRH0,Bretagne,Bretagne,FRH03,Ille-et-Vilaine,Ille-et-Vilaine
FR0062,Université de Rennes 1,public,University,Yes,www.univ-rennes1.fr,FRH0,Bretagne,Bretagne,FRH03,Ille-et-Vilaine,Ille-et-Vilaine
FR0063,Université Rennes 2,public,University,No,www.univ-rennes2.fr,FRH0,Bretagne,Bretagne,FRH03,Ille-et-Vilaine,Ille-et-Vilaine
FR0064,ECAM Rennes Louis de Broglie,private,Other,No,www.ecam-rennes.fr,FRH0,Bretagne,Bretagne,FRH03,Ille-et-Vilaine,Ille-et-Vilaine
FR0065,Institut catholique de Rennes,private,Other,No,www.icrennes.com,FRH0,Bretagne,Bretagne,FRH03,Ille-et-Vilaine,Ille-et-Vilaine
FR0066,École des métiers de l'environnement,private,Other,No,www.ecole-eme.fr,FRH0,Bretagne,Bretagne,FRH03,Ille-et-Vilaine,Ille-et-Vilaine
FR0067,École des Avocats du Grand Ouest,private,Other,No,www.edago.fr,FRH0,Bretagne,Bretagne,FRH03,Ille-et-Vilaine,Ille-et-Vilaine
FR0068,École nationale de la statistique et de l'analyse de l'information,public,Other,No,www.ensai.fr,FRH0,Bretagne,Bretagne,FRH03,Ille-et-Vilaine,Ille-et-Vilaine
FR0069,"Institut supérieur des sciences agronomiques, agroalimentaires, horticoles et du paysage",public,Other,No,www.agrocampus-ouest.fr,FRH0,Bretagne,Bretagne,FRH03,Ille-et-Vilaine,Ille-et-Vilaine
FR0070,Université de Tours,public,University,No,www.univ-tours.fr,FRB0,Centre — Val de Loire,Centre — Val de Loire,FRB04,Indre-et-Loire,Indre-et-Loire
FR0071,École nationale supérieure d'architecture de Grenoble,public,Other,No,www.grenoble.archi.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK24,Isère,Isère
FR0072,École supérieure d'art de Grenoble,public,Other,No,www.esad-gv.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK24,Isère,Isère
FR0076,Grenoble INP,public,Other,No,www.grenoble-inp.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK24,Isère,Isère
FR0080,École nationale d'ingénieurs de Saint-Étienne,public,Other,No,www.enise.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK25,Loire,Loire
FR0081,Telecom Saint-Étienne,public,Other,No,www.telecom-st-etienne.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK25,Loire,Loire
FR0082,Université Jean Monnet,public,University,Yes,www.univ-st-etienne.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK25,Loire,Loire
FR0083,École nationale supérieure d'architecture de Saint-Étienne,public,Other,No,www.st-etienne.archi.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK25,Loire,Loire
FR0084,Ecole centrale de Nantes,public,Other,No,www.ec-nantes.fr,FRG0,Pays de la Loire,Pays de la Loire,FRG01,Loire-Atlantique,Loire-Atlantique
FR0085,École nationale supérieure d'architecture de Nantes,public,Other,No,www.nantes.archi.fr,FRG0,Pays de la Loire,Pays de la Loire,FRG01,Loire-Atlantique,Loire-Atlantique
FR0086,École supérieure des beaux-arts de Nantes Métropole,public,Other,No,www.beauxartsnantes.fr,FRG0,Pays de la Loire,Pays de la Loire,FRG01,Loire-Atlantique,Loire-Atlantique
FR0087,Université de Nantes,public,University,Yes,www.univ-nantes.fr,FRG0,Pays de la Loire,Pays de la Loire,FRG01,Loire-Atlantique,Loire-Atlantique
FR0088,Institut régional d'administration de Nantes,public,Other,No,www.ira-nantes.gouv.fr,FRG0,Pays de la Loire,Pays de la Loire,FRG01,Loire-Atlantique,Loire-Atlantique
FR0091,École supérieure du bois,private,Other,No,www.esb-campus.fr,FRG0,Pays de la Loire,Pays de la Loire,FRG01,Loire-Atlantique,Loire-Atlantique
FR0092,Université d'Orléans,public,University,Yes,www.univ-orleans.fr,FRB0,Centre — Val de Loire,Centre — Val de Loire,FRB06,Loiret,Loiret
FR0093,École supérieure d'art et de design d'Orléans,public,Other,No,esadorleans.fr,FRB0,Centre — Val de Loire,Centre — Val de Loire,FRB06,Loiret,Loiret
FR0094,École nationale d'administration pénitentiaire,public,Other,No,www.enap.justice.fr,FRI1,Aquitaine,Aquitaine,FRI14,Lot-et-Garonne,Lot-et-Garonne
FR0095,École régionale des beaux-arts d'Angers,public,Other,No,angers.esba-talm.fr,FRG0,Pays de la Loire,Pays de la Loire,FRG02,Maine-et-Loire,Maine-et-Loire
FR0096,École supérieure d'agriculture d'Angers,private,Other,No,www.groupe-esa.com,FRG0,Pays de la Loire,Pays de la Loire,FRG02,Maine-et-Loire,Maine-et-Loire
FR0097,École supérieure d'électronique de l'Ouest,private,Other,No,www.eseo.fr,FRG0,Pays de la Loire,Pays de la Loire,FRG02,Maine-et-Loire,Maine-et-Loire
FR0098,Facultés libres de l'Ouest,private,Other,No,www.uco.fr,FRG0,Pays de la Loire,Pays de la Loire,FRG02,Maine-et-Loire,Maine-et-Loire
FR0099,Université d'Angers,public,University,No,www.univ-angers.fr,FRG0,Pays de la Loire,Pays de la Loire,FRG02,Maine-et-Loire,Maine-et-Loire
FR0100,École supérieure angevine en informatique et productique,private,Other,No,www.esaip.org,FRG0,Pays de la Loire,Pays de la Loire,FRG02,Maine-et-Loire,Maine-et-Loire
FR0102,Université de Reims Champagne-Ardenne,public,University,No,www.univ-reims.fr,FRF2,Champagne-Ardenne,Champagne-Ardenne,FRF23,Marne,Marne
FR0103,École nationale supérieure d'architecture de Nancy,public,Other,No,www.nancy.archi.fr,FRF3,Lorraine,Lorraine,FRF31,Meurthe-et-Moselle ,Meurthe-et-Moselle
FR0104,École nationale supérieure d'art de Nancy,public,Other,No,ensad-nancy.eu,FRF3,Lorraine,Lorraine,FRF31,Meurthe-et-Moselle ,Meurthe-et-Moselle
FR0105,Université de Lorraine,public,Other,No,www.univ-lorraine.fr,FRF3,Lorraine,Lorraine,FRF31,Meurthe-et-Moselle ,Meurthe-et-Moselle
FR0106,École spéciale militaire de Saint-Cyr,public,Other,No,www.st-cyr.terre.defense.gouv.fr,FRH0,Bretagne,Bretagne,FRH04,Morbihan,Morbihan
FR0108,Université de Bretagne-Sud,public,University,No,www.univ-ubs.fr,FRH0,Bretagne,Bretagne,FRH04,Morbihan,Morbihan
FR0110,Institut régional d'administration de Metz,public,Other,No,www.ira-metz.fr,FRF3,Lorraine,Lorraine,FRF33,Moselle,Moselle
FR0111,École supérieure d'ingénieurs des travaux de la construction de Metz,private,Other,No,www.esitc-metz.com,FRF3,Lorraine,Lorraine,FRF33,Moselle,Moselle
FR0112,École nationale supérieure de chimie de Lille,public,Other,No,www.ensc-lille.fr,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE11,Nord,Nord
FR0113,École nationale supérieure d'architecture et de paysage de Lille,public,Other,No,www.lille.archi.fr,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE11,Nord,Nord
FR0114,École nationale supérieure des arts et industries textiles,public,Other,No,www.ensait.fr,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE11,Nord,Nord
FR0117,Groupe Institut supérieur d'agriculture de Lille,private,Other,No,www.isa-lille.fr,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE11,Nord,Nord
FR0118,Institut catholique de Lille,private,Other,No,www.univ-catholille.fr,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE11,Nord,Nord
FR0119,Institut supérieur de l'électronique et du numérique Lille,private,Other,No,www.isen-lille.fr,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE11,Nord,Nord
FR0120,Hautes études d'ingénieur,private,Other,No,www.hei.fr,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE11,Nord,Nord
FR0121,Centrale Lille Institut,public,Other,No,centralelille.fr,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE11,Nord,Nord
FR0122,Université Polytechnique Hauts-de-France,public,University,Yes,www.uphf.fr,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE11,Nord,Nord
FR0126,Institut régional d'administration de Lille,public,Other,No,www.ira-lille.gouv.fr,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE11,Nord,Nord
FR0127,Université du Littoral Côte d'Opale,public,University,No,www.univ-littoral.fr,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE11,Nord,Nord
FR0128,IXAD École des avocats de la région Nord-Ouest,private,Other,No,www.cfpa-online.com,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE11,Nord,Nord
FR0130,Université de technologie de Compiègne,public,Other,No,www.utc.fr,FRE2,Picardie,Picardie,FRE22,Oise,Oise
FR0131,École supérieure de chimie organique et minérale,private,Other,No,www.escom.fr,FRE2,Picardie,Picardie,FRE22,Oise,Oise
FR0132,Université d'Artois,public,University,No,www.univ-artois.fr,FRE1,Nord-Pas de Calais,Nord-Pas de Calais,FRE12,Pas-de-Calais,Pas-de-Calais
FR0134,Ecole nationale des finances publiques,public,Other,No,www.impots.gouv.fr,FR10,Ile-de-France,Ile-de-France,FR106,Seine-Saint-Denis ,Seine-Saint-Denis
FR0136,École nationale supérieure d'architecture de Clermont-Ferrand,public,Other,No,www.clermont-fd.archi.fr,FRK1,Auvergne,Auvergne,FRK14,Puy-de-Dôme,Puy-de-Dôme
FR0140,Université de Pau et des Pays de l'Adour,public,University,Yes,www.univ-pau.fr,FRI1,Aquitaine,Aquitaine,FRI15,Pyrénées-Atlantiques,Pyrénées-Atlantiques
FR0142,École supérieure des technologies industrielles avancées,private,Other,No,www.estia.fr,FRI1,Aquitaine,Aquitaine,FRI15,Pyrénées-Atlantiques,Pyrénées-Atlantiques
FR0143,École nationale d'ingénieurs de Tarbes,public,Other,No,www.enit.fr,FRJ2,Midi-Pyrénées,Midi-Pyrénées,FRJ26,Hautes-Pyrénées ,Hautes-Pyrénées
FR0144,Université de Perpignan - Via Domitia,public,University,No,www.univ-perp.fr,FRJ1,Languedoc-Roussillon,Languedoc-Roussillon,FRJ15,Pyrénées-Orientales,Pyrénées-Orientales
FR0145,École nationale supérieure d'architecture de Strasbourg,public,Other,No,www.strasbourg.archi.fr,FRF1,Alsace,Alsace,FRF11,Bas-Rhin,Bas-Rhin
FR0147,École nationale du génie de l'eau et de l'environnement de Strasbourg,public,Other,No,engees.unistra.fr,FRF1,Alsace,Alsace,FRF11,Bas-Rhin,Bas-Rhin
FR0148,Institut national des sciences appliquées de Strasbourg,public,Other,No,www.insa-strasbourg.fr,FRF1,Alsace,Alsace,FRF11,Bas-Rhin,Bas-Rhin
FR0149,Université de Strasbourg,public,University,Yes,www.unistra.fr,FRF1,Alsace,Alsace,FRF11,Bas-Rhin,Bas-Rhin
FR0150,Université de Haute-Alsace,public,University,Yes,www.uha.fr,FRF1,Alsace,Alsace,FRF12,Haut-Rhin,Haut-Rhin
FR0152,École nationale supérieure des beaux-arts de Lyon,public,Other,No,www.ensba-lyon.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0153,École centrale de Lyon,public,Other,Yes,www.ec-lyon.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0154,Institut national des sciences appliquées de Lyon,public,Other,Yes,www.insa-lyon.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0155,École catholique d'arts et métiers LaSalle,private,Other,No,www.ecam.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0156,Institut catholique de Lyon,private,Other,No,www.ucly.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0157,Université Claude Bernard - Lyon 1,public,University,Yes,www.univ-lyon1.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0158,Université Lumière - Lyon 2,public,University,Yes,www.univ-lyon2.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0159,Institut régional d'administration de Lyon,public,Other,No,www.ira-lyon.gouv.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0160,Institut supérieur d'agriculture et d'agroalimentaire Rhône-Alpes,private,Other,No,www.isara.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0161,Université Jean Moulin - Lyon 3,public,University,Yes,www.univ-lyon3.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0162,École nationale supérieure des sciences de l'information et des bibliothèques,public,Other,No,www.enssib.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0163,École nationale des travaux publics de l'État,public,Other,No,www.entpe.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0164,Conservatoire national supérieur musique et danse de Lyon,public,Other,No,www.cnsmd-lyon.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0165,Institut textile et chimique,private,Other,No,www.itech.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0166,École supérieure chimie physique électronique de Lyon,private,Other,No,www.cpe.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0167,École des avocats Rhône-Alpes,private,Other,No,www.edara.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0168,École normale supérieure de Lyon,public,Other,Yes,www.ens-lyon.eu,FRK2,Rhône-Alpes,Rhône-Alpes,FRK26,Rhône,Rhône
FR0169,Le Mans Université,public,University,No,www.univ-lemans.fr,FRG0,Pays de la Loire,Pays de la Loire,FRG04,Sarthe,Sarthe
FR0170,Université de Savoie Mont Blanc,public,University,Yes,www.univ-smb.fr,FRK2,Rhône-Alpes,Rhône-Alpes,FRK27,Savoie,Savoie
FR0171,École d'ingénieur de la ville de Paris,public,Other,No,www.eivp-paris.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0172,"Faculté Libre de Droit, d’Economie et de Gestion",private,Other,No,facoparis.com,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0173,Université Paris-Dauphine,public,Other,No,www.dauphine.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0174,Université Paris 1 - Panthéon Sorbonne,public,University,Yes,www.pantheonsorbonne.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0175,Université Panthéon-Assas,public,University,No,www.u-paris2.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0176,Université Sorbonne Nouvelle - Paris 3,public,University,No,www.univ-paris3.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0181,École nationale supérieure d'architecture de Paris-Malaquais,public,Other,No,paris-malaquais.archi.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0182,École nationale supérieure d'architecture de Paris-La Villette,public,Other,No,www.paris-lavillette.archi.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0183,École nationale supérieure d'architecture de Paris-Belleville,public,Other,No,www.paris-belleville.archi.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0185,École nationale supérieure d'arts et métiers,public,Other,No,artsetmetiers.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0186,École nationale supérieure de chimie de Paris,public,Other,Yes,www.chimieparistech.psl.eu,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0188,École supérieure de physique et de chimie industrielles de la ville de Paris,public,Other,No,www.espci.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0189,Institut d'études politiques de Paris,public,Other,Yes,www.sciencespo.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0190,École normale supérieure de Paris,public,Other,No,www.ens.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0191,Institut des sciences et industries du vivant et de l'environnement,public,Other,No,www.agroparistech.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0192,École nationale supérieure des arts décoratifs,public,Other,No,www.ensad.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0193,Conservatoire national des arts et métiers,public,Other,No,www.cnam.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0194,École nationale des Chartes,public,Other,No,www.chartes.psl.eu,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0195,Collège de France,public,Other,No,www.college-de-france.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0196,École pratique des hautes études,public,Other,No,www.ephe.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0197,Institut national des langues et civilisations orientales,public,Other,No,www.inalco.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0198,École du Louvre,public,Other,No,www.ecoledulouvre.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0199,École nationale supérieure des mines de Paris,public,Other,Yes,www.minesparis.psl.eu,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0200,Muséum national d'histoire naturelle,public,Other,No,www.mnhn.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0202,Observatoire de Paris,public,Other,No,www.obspm.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0203,Télécom Paris,public,Other,No,www.telecom-paris.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0204,Institut Catholique de Paris,private,Other,No,www.icp.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0205,Institut supérieur d'électronique de Paris,private,Other,No,www.isep.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0206,"École supérieure d'informatique, électronique, automatique",private,Other,No,www.esiea.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0207,École nationale supérieure des beaux-arts,public,Other,No,www.beauxartsparis.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0208,École des hautes études en sciences sociales,public,Other,No,www.ehess.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0209,École centrale d'électronique,private,Other,No,www.ece.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0210,École nationale supérieure d'architecture de Paris-Val de Seine,public,Other,No,www.paris-valdeseine.archi.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0211,École nationale supérieure de création industrielle,public,Other,No,www.ensci.com,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0213,Centre des études supérieures industrielles,private,Other,No,www.cesi.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
FR0214,Institut catholique d'arts et métiers,private,Other,No,www.icam.fr,FR10,Ile-de-France,Ile-de-France,FR101,Paris,Paris
